id,description,dataType
2343900,"Rice, cooked, with milk",Survey (FNDDS)
2343901,"Rice, sweet, cooked with honey",Survey (FNDDS)
2343902,Congee,Survey (FNDDS)
2343903,"Yellow rice, cooked, NS as to fat",Survey (FNDDS)
2343904,"Yellow rice, cooked, no added fat",Survey (FNDDS)
2343905,"Yellow rice, cooked, fat added",Survey (FNDDS)
2343906,"Rice, white, cooked, glutinous",Survey (FNDDS)
2343907,"Rice, wild, 100%, cooked, NS as to fat",Survey (FNDDS)
2343908,"Rice, wild, 100%, cooked, no added fat",Survey (FNDDS)
2343909,"Rice, wild, 100%, cooked, fat added",Survey (FNDDS)
2343910,"Rice, white and wild, cooked, no added fat",Survey (FNDDS)
2343911,"Rice, brown and wild, cooked, no added fat",Survey (FNDDS)
2343912,"Rice, white and wild, cooked, fat added",Survey (FNDDS)
2343913,"Rice, white and wild, cooked, NS as to fat",Survey (FNDDS)
2343914,"Rice, brown and wild, cooked, fat added",Survey (FNDDS)
2343915,"Rice, brown and wild, cooked, NS as to fat",Survey (FNDDS)
2343916,"Rice, white, cooked with fat, Puerto Rican style",Survey (FNDDS)
2343917,"Cream of wheat, NFS",Survey (FNDDS)
2343918,"Cream of wheat, regular or quick, made with water, no added fat",Survey (FNDDS)
2343919,"Cream of wheat, regular or quick, made with water, fat added",Survey (FNDDS)
2343920,"Cream of wheat, instant, made with water, no added fat",Survey (FNDDS)
2343921,"Cream of wheat, instant, made with water, fat added",Survey (FNDDS)
2343922,"Bulgur, no added fat",Survey (FNDDS)
2343923,"Bulgur, fat added",Survey (FNDDS)
2343924,"Bulgur, NS as to fat",Survey (FNDDS)
2343925,"Couscous, plain, cooked",Survey (FNDDS)
2343926,"Whole wheat cereal, cooked",Survey (FNDDS)
2343927,"Wheat cereal, chocolate flavored, cooked",Survey (FNDDS)
2343928,"Oat bran cereal, cooked",Survey (FNDDS)
2343929,"Cereal, ready-to-eat, NFS",Survey (FNDDS)
2343930,"Cereal, O's, flavored",Survey (FNDDS)
2343931,"Cereal, crunch",Survey (FNDDS)
2343932,"Cereal, O's, plain",Survey (FNDDS)
2343933,"Cereal, chocolate puffs",Survey (FNDDS)
2343934,"Cereal, cinnamon toast",Survey (FNDDS)
2343935,"Cereal, chocolate crispy",Survey (FNDDS)
2343936,"Cereal, corn squares",Survey (FNDDS)
2343937,"Cereal, corn flakes, plain",Survey (FNDDS)
2343938,"Cereal, corn puffs",Survey (FNDDS)
2343939,"Cereal, rice crispy, plain",Survey (FNDDS)
2343940,"Cereal, bran flakes, plain",Survey (FNDDS)
2343941,"Cereal, shredded wheat, flavored",Survey (FNDDS)
2343942,"Cereal, rice crispy, flavored",Survey (FNDDS)
2343943,"Cereal, fruit rings",Survey (FNDDS)
2343944,"Cereal, fruit crispy",Survey (FNDDS)
2343945,"Cereal, granola",Survey (FNDDS)
2343946,"Cereal, oat bunches",Survey (FNDDS)
2343947,"Cereal, corn squares, flavored",Survey (FNDDS)
2343948,"Cereal, O's, honey nut",Survey (FNDDS)
2343949,"Cereal, multigrain",Survey (FNDDS)
2343950,"Cereal, oat squares",Survey (FNDDS)
2343951,"Cereal, frosted oats with marshmallows",Survey (FNDDS)
2343952,"Cereal, O's, multigrain",Survey (FNDDS)
2343953,"Cereal, bran flakes, flavored",Survey (FNDDS)
2343954,"Cereal, rice squares",Survey (FNDDS)
2343955,"Cereal, K's, plain",Survey (FNDDS)
2343956,"Cereal, K's, flavored",Survey (FNDDS)
2343957,"Cereal, flavored puffs",Survey (FNDDS)
2343958,"Cereal, corn flakes, flavored",Survey (FNDDS)
2343959,"Cereal, O's, NFS",Survey (FNDDS)
2343960,"Cereal, wheat squares",Survey (FNDDS)
2343961,Wheat germ,Survey (FNDDS)
2343962,"Cereal, plain puffs",Survey (FNDDS)
2343963,"Cereal, shredded wheat, plain",Survey (FNDDS)
2343964,"Cereal, wheat flakes",Survey (FNDDS)
2343965,"Cereal, other, NFS",Survey (FNDDS)
2343966,"Cereal, other, plain",Survey (FNDDS)
2343967,"Cereal, other, fruit flavored",Survey (FNDDS)
2343968,"Cereal, other, chocolate",Survey (FNDDS)
2343969,"Cereal, other, peanut butter",Survey (FNDDS)
2343970,"Cereal, other, honey",Survey (FNDDS)
2343971,"Cereal, reduced sugar",Survey (FNDDS)
2343972,Wheat bran,Survey (FNDDS)
2343973,"Oats, raw",Survey (FNDDS)
2343974,"Cereal, oat bran, ready-to-eat",Survey (FNDDS)
2343975,"Baby Toddler cereal, barley, dry",Survey (FNDDS)
2343976,"Baby Toddler cereal, oatmeal, dry",Survey (FNDDS)
2343977,"Baby Toddler cereal, rice, dry",Survey (FNDDS)
2343978,"Baby Toddler cereal, rice with fruit, dry",Survey (FNDDS)
2343979,"Baby Toddler cereal, multigrain with fruit, dry",Survey (FNDDS)
2343980,"Baby Toddler cereal, multigrain, dry",Survey (FNDDS)
2343981,"Baby Toddler cereal, oatmeal with fruit, dry",Survey (FNDDS)
2343982,"Baby Toddler cereal, NFS",Survey (FNDDS)
2343983,"Baby Toddler cereal, rice, ready-to-eat",Survey (FNDDS)
2343984,"Baby Toddler cereal, oatmeal, ready-to-eat",Survey (FNDDS)
2343985,"Baby Toddler cereal, multigrain, ready-to-eat",Survey (FNDDS)
2343986,"Baby Toddler cereal, multigrain with fruit, ready-to-eat",Survey (FNDDS)
2343987,"Baby Toddler cereal, oatmeal with fruit, ready-to-eat",Survey (FNDDS)
2343988,"Baby Toddler cereal, rice with fruit, ready-to-eat",Survey (FNDDS)
2343989,Chilaquiles,Survey (FNDDS)
2343990,Frito pie,Survey (FNDDS)
2343991,Mexican pizza,Survey (FNDDS)
2343992,Taco or tostada salad with meat,Survey (FNDDS)
2343993,Taco or tostada salad with chicken,Survey (FNDDS)
2343994,"Taco or tostada salad, meatless",Survey (FNDDS)
2343995,Taco or tostada salad with meat and sour cream,Survey (FNDDS)
2343996,Taco or tostada salad with chicken and sour cream,Survey (FNDDS)
2343997,"Taco or tostada salad, meatless with sour cream",Survey (FNDDS)
2343998,"Taco, NFS",Survey (FNDDS)
2343999,"Taco, corn tortilla, beef, cheese",Survey (FNDDS)
2344000,"Taco, corn tortilla, beef, with beans, cheese",Survey (FNDDS)
2344001,"Taco, corn tortilla, pork, cheese",Survey (FNDDS)
2344002,"Taco, corn tortilla, pork, with beans, cheese",Survey (FNDDS)
2344003,"Taco, corn tortilla, chicken, cheese",Survey (FNDDS)
2344004,"Taco, corn tortilla, chicken, with beans, cheese",Survey (FNDDS)
2344005,"Taco, corn tortilla, with beans, cheese",Survey (FNDDS)
2344006,"Taco, flour tortilla, beef, cheese",Survey (FNDDS)
2344007,"Taco, flour tortilla, beef, with beans, cheese",Survey (FNDDS)
2344008,"Taco, flour tortilla, pork, cheese",Survey (FNDDS)
2344009,"Taco, flour tortilla, pork, with beans, cheese",Survey (FNDDS)
2344010,"Taco, flour tortilla, chicken, cheese",Survey (FNDDS)
2344011,"Taco, flour tortilla, chicken, with beans, cheese",Survey (FNDDS)
2344012,"Taco, flour tortilla, with beans, cheese",Survey (FNDDS)
2344013,"Taco, fish",Survey (FNDDS)
2344014,"Taco, meat, no cheese",Survey (FNDDS)
2344015,"Taco, meat, with beans, no cheese",Survey (FNDDS)
2344016,"Taco, with beans, no cheese",Survey (FNDDS)
2344017,"Taco, cheese only",Survey (FNDDS)
2344018,"Burrito, NFS",Survey (FNDDS)
2344019,"Burrito, beef, cheese",Survey (FNDDS)
2344020,"Burrito, beef, with rice, cheese",Survey (FNDDS)
2344021,"Burrito, beef, with beans, cheese",Survey (FNDDS)
2344022,"Burrito, beef, with beans and rice, cheese",Survey (FNDDS)
2344023,"Burrito, pork, cheese",Survey (FNDDS)
2344024,"Burrito, pork, with rice, cheese",Survey (FNDDS)
2344025,"Burrito, pork, with beans, cheese",Survey (FNDDS)
2344026,"Burrito, pork, with beans and rice, cheese",Survey (FNDDS)
2344027,"Burrito, chicken, cheese",Survey (FNDDS)
2344028,"Burrito, chicken, with rice, cheese",Survey (FNDDS)
2344029,"Burrito, chicken, with beans, cheese",Survey (FNDDS)
2344030,"Burrito, chicken, with beans and rice, cheese",Survey (FNDDS)
2344031,"Burrito, with beans, no cheese",Survey (FNDDS)
2344032,"Burrito, with beans, cheese",Survey (FNDDS)
2344033,"Burrito, with beans and rice, cheese",Survey (FNDDS)
2344034,"Burrito, meat, no cheese",Survey (FNDDS)
2344035,"Burrito, meat, with rice, no cheese",Survey (FNDDS)
2344036,"Burrito, meat, with beans, no cheese",Survey (FNDDS)
2344037,"Burrito, meat, with beans and rice, no cheese",Survey (FNDDS)
2344038,"Burrito, cheese only",Survey (FNDDS)
2344039,"Burrito bowl, NFS",Survey (FNDDS)
2344040,"Burrito bowl, beef or pork",Survey (FNDDS)
2344041,"Burrito bowl, beef or pork, with rice",Survey (FNDDS)
2344042,"Burrito bowl, beef or pork, with beans",Survey (FNDDS)
2344043,"Burrito bowl, beef or pork, with beans and rice",Survey (FNDDS)
2344044,"Burrito bowl, chicken",Survey (FNDDS)
2344045,"Burrito bowl, chicken, with rice",Survey (FNDDS)
2344046,"Burrito bowl, chicken, with beans",Survey (FNDDS)
2344047,"Burrito bowl, chicken, with beans and rice",Survey (FNDDS)
2344048,"Burrito bowl, with beans",Survey (FNDDS)
2344049,"Enchilada, NFS",Survey (FNDDS)
2344050,"Enchilada, beef",Survey (FNDDS)
2344051,"Enchilada, pork",Survey (FNDDS)
2344052,"Enchilada, chicken",Survey (FNDDS)
2344053,"Enchilada, no meat",Survey (FNDDS)
2344054,"Tamale, NFS",Survey (FNDDS)
2344055,"Tamale, beef",Survey (FNDDS)
2344056,"Tamale, pork",Survey (FNDDS)
2344057,"Tamale, chicken",Survey (FNDDS)
2344058,"Tamale, no meat",Survey (FNDDS)
2344059,Tamale casserole with meat,Survey (FNDDS)
2344060,"Nachos, NFS",Survey (FNDDS)
2344061,"Nachos, cheese only",Survey (FNDDS)
2344062,"Nachos, beef or pork",Survey (FNDDS)
2344063,"Nachos, beef or pork, with beans",Survey (FNDDS)
2344064,"Nachos, chicken",Survey (FNDDS)
2344065,"Nachos, chicken, with beans",Survey (FNDDS)
2344066,"Nachos, with beans",Survey (FNDDS)
2344067,"Gordita, cheese only",Survey (FNDDS)
2344068,"Gordita, with beans",Survey (FNDDS)
2344069,"Gordita, meat",Survey (FNDDS)
2344070,"Gordita, meat, with beans",Survey (FNDDS)
2344071,"Chimichanga, meat",Survey (FNDDS)
2344072,"Chimichanga, with beans",Survey (FNDDS)
2344073,"Chimichanga, chicken",Survey (FNDDS)
2344074,"Quesadilla, NFS",Survey (FNDDS)
2344075,"Quesadilla, cheese only",Survey (FNDDS)
2344076,"Quesadilla, beef or pork",Survey (FNDDS)
2344077,"Quesadilla, chicken",Survey (FNDDS)
2344078,"Quesadilla, with vegetables",Survey (FNDDS)
2344079,"Quesadilla, beef or pork, with vegetables",Survey (FNDDS)
2344080,"Quesadilla, chicken, with vegetables",Survey (FNDDS)
2344081,"Quesadilla, egg",Survey (FNDDS)
2344082,"Quesadilla, egg, with meat",Survey (FNDDS)
2344083,"Taquito, cheese only",Survey (FNDDS)
2344084,"Taquito, beef or pork",Survey (FNDDS)
2344085,"Taquito, chicken",Survey (FNDDS)
2344086,"Taquito, egg",Survey (FNDDS)
2344087,"Fajita, NFS",Survey (FNDDS)
2344088,"Fajita, chicken",Survey (FNDDS)
2344089,"Fajita, beef or pork",Survey (FNDDS)
2344090,"Fajita, shrimp",Survey (FNDDS)
2344091,"Fajita, vegetable",Survey (FNDDS)
2344092,"Pupusa, cheese only",Survey (FNDDS)
2344093,"Pupusa, with beans",Survey (FNDDS)
2344094,"Pupusa, meat",Survey (FNDDS)
2344095,"Pupusa, meat, with beans",Survey (FNDDS)
2344096,"Pizza, cheese, from frozen, thin crust",Survey (FNDDS)
2344097,"Pizza, cheese, from frozen, thick crust",Survey (FNDDS)
2344098,"Pizza, cheese, from restaurant or fast food, NS as to type of crust",Survey (FNDDS)
2344099,"Pizza, cheese, from restaurant or fast food, thin crust",Survey (FNDDS)
2344100,"Pizza, cheese, from restaurant or fast food, medium crust",Survey (FNDDS)
2344101,"Pizza, cheese, from restaurant or fast food, thick crust",Survey (FNDDS)
2344102,"Pizza, cheese, stuffed crust",Survey (FNDDS)
2344103,"Pizza, cheese, from school lunch, medium crust",Survey (FNDDS)
2344104,"Pizza, cheese, from school lunch, thin crust",Survey (FNDDS)
2344105,"Pizza, cheese, from school lunch, thick crust",Survey (FNDDS)
2344106,"Pizza, extra cheese, thin crust",Survey (FNDDS)
2344107,"Pizza, extra cheese, thick crust",Survey (FNDDS)
2344108,"Pizza, cheese, with vegetables, from frozen, thin crust",Survey (FNDDS)
2344109,"Pizza, cheese with vegetables, from frozen, thick crust",Survey (FNDDS)
2344110,"Pizza, cheese, with vegetables, from restaurant or fast food, thin crust",Survey (FNDDS)
2344111,"Pizza, cheese, with vegetables, from restaurant or fast food, medium crust",Survey (FNDDS)
2344112,"Pizza, cheese, with vegetables, from restaurant or fast food, thick crust",Survey (FNDDS)
2344113,"Pizza with cheese and extra vegetables, thin crust",Survey (FNDDS)
2344114,"Pizza with cheese and extra vegetables, medium crust",Survey (FNDDS)
2344115,"Pizza with cheese and extra vegetables, thick crust",Survey (FNDDS)
2344116,"Pizza, cheese, with fruit, thin crust",Survey (FNDDS)
2344117,"Pizza, cheese, with fruit, medium crust",Survey (FNDDS)
2344118,"Pizza, cheese, with fruit, thick crust",Survey (FNDDS)
2344119,"Pizza with pepperoni, from frozen, thin crust",Survey (FNDDS)
2344120,"Pizza with pepperoni, from frozen, medium crust",Survey (FNDDS)
2344121,"Pizza with pepperoni, from frozen, thick crust",Survey (FNDDS)
2344122,"Pizza with pepperoni, from restaurant or fast food, NS as to type of crust",Survey (FNDDS)
2344123,"Pizza with pepperoni, from restaurant or fast food, thin crust",Survey (FNDDS)
2344124,"Pizza with pepperoni, from restaurant or fast food,  medium crust",Survey (FNDDS)
2344125,"Pizza with pepperoni, from restaurant or fast food, thick crust",Survey (FNDDS)
2344126,"Pizza with pepperoni, stuffed crust",Survey (FNDDS)
2344127,"Pizza with pepperoni, from school lunch, thin crust",Survey (FNDDS)
2344128,"Pizza, with pepperoni, from school lunch, medium crust",Survey (FNDDS)
2344129,"Pizza with pepperoni, from school lunch, thick crust",Survey (FNDDS)
2344130,"Pizza with meat other than pepperoni, from frozen, thin crust",Survey (FNDDS)
2344131,"Pizza with meat other than pepperoni, from frozen, medium crust",Survey (FNDDS)
2344132,"Pizza with meat other than pepperoni, from frozen, thick crust",Survey (FNDDS)
2344133,"Pizza with meat other than pepperoni, from restaurant or fast food, NS as to type of crust",Survey (FNDDS)
2344134,"Pizza with meat other than pepperoni, from restaurant or fast food, thin crust",Survey (FNDDS)
2344135,"Pizza with meat other than pepperoni, from restaurant or fast food, medium crust",Survey (FNDDS)
2344136,"Pizza with meat other than pepperoni, from restaurant or fast food, thick crust",Survey (FNDDS)
2344137,"Pizza, with meat other than pepperoni, stuffed crust",Survey (FNDDS)
2344138,"Pizza, with meat other than pepperoni, from school lunch, medium crust",Survey (FNDDS)
2344139,"Pizza, with meat other than pepperoni, from school lunch, thin crust",Survey (FNDDS)
2344140,"Pizza, with meat other than pepperoni, from school lunch, thick crust",Survey (FNDDS)
2344141,"Pizza with extra meat, thin crust",Survey (FNDDS)
2344142,"Pizza with extra meat, medium crust",Survey (FNDDS)
2344143,"Pizza with extra meat, thick crust",Survey (FNDDS)
2344144,"Pizza with meat and vegetables, from frozen, thin crust",Survey (FNDDS)
2344145,"Pizza with meat and vegetables, from frozen, medium crust",Survey (FNDDS)
2344146,"Pizza with meat and vegetables, from frozen, thick crust",Survey (FNDDS)
2344147,"Pizza with meat and vegetables, from restaurant or fast food, thin crust",Survey (FNDDS)
2344148,"Pizza with meat and vegetables, from restaurant or fast food, medium crust",Survey (FNDDS)
2344149,"Pizza with meat and vegetables, from restaurant or fast food, thick crust",Survey (FNDDS)
2344150,"Pizza with extra meat and extra vegetables, thin crust",Survey (FNDDS)
2344151,"Pizza with extra meat and extra vegetables, thick crust",Survey (FNDDS)
2344152,"Pizza with extra meat and extra vegetables, medium crust",Survey (FNDDS)
2344153,"Pizza with meat and fruit, thin crust",Survey (FNDDS)
2344154,"Pizza with meat and fruit, medium crust",Survey (FNDDS)
2344155,"Pizza with meat and fruit, thick crust",Survey (FNDDS)
2344156,"Pizza with beans and vegetables, thin crust",Survey (FNDDS)
2344157,"Pizza with beans and vegetables, thick crust",Survey (FNDDS)
2344158,"Pizza, no cheese, thin crust",Survey (FNDDS)
2344159,"Pizza, no cheese, thick crust",Survey (FNDDS)
2344160,"White pizza, cheese, thin crust",Survey (FNDDS)
2344161,"White pizza, cheese, thick crust",Survey (FNDDS)
2344162,"White pizza, cheese, with vegetables, thin crust",Survey (FNDDS)
2344163,"White pizza, cheese, with vegetables, thick crust",Survey (FNDDS)
2344164,"White pizza, cheese, with meat, thin crust",Survey (FNDDS)
2344165,"White pizza, cheese, with meat, thick crust",Survey (FNDDS)
2344166,"White pizza, cheese, with meat and vegetables, thin crust",Survey (FNDDS)
2344167,"White pizza, cheese, with meat and vegetables, thick crust",Survey (FNDDS)
2344168,"Calzone, with cheese, meatless",Survey (FNDDS)
2344169,"Calzone, with meat and cheese",Survey (FNDDS)
2344170,Pizza rolls,Survey (FNDDS)
2344171,"Pizza, cheese, whole wheat thin crust",Survey (FNDDS)
2344172,"Pizza, cheese, whole wheat thick crust",Survey (FNDDS)
2344173,"Pizza, with meat, whole wheat thin crust",Survey (FNDDS)
2344174,"Pizza, with meat, whole wheat thick crust",Survey (FNDDS)
2344175,"Pizza, cheese and vegetables, whole wheat thin crust",Survey (FNDDS)
2344176,"Pizza, cheese and vegetables, whole wheat thick crust",Survey (FNDDS)
2344177,"Pizza, cheese, gluten-free thin crust",Survey (FNDDS)
2344178,"Pizza, cheese, gluten-free thick crust",Survey (FNDDS)
2344179,"Pizza, with meat, gluten-free thin crust",Survey (FNDDS)
2344180,"Pizza, with meat, gluten-free thick crust",Survey (FNDDS)
2344181,"Pizza, cheese and vegetables, gluten-free thin crust",Survey (FNDDS)
2344182,"Pizza, cheese and vegetables, gluten-free thick crust",Survey (FNDDS)
2344183,Breakfast pizza with egg,Survey (FNDDS)
2344184,"Egg roll, meatless",Survey (FNDDS)
2344185,"Egg roll, with shrimp",Survey (FNDDS)
2344186,"Egg roll, with beef and/or pork",Survey (FNDDS)
2344187,"Egg roll, with chicken or turkey",Survey (FNDDS)
2344188,"Roll with meat and/or shrimp, vegetables and rice paper, not fried",Survey (FNDDS)
2344189,"Wonton, dumpling or pot sticker, fried",Survey (FNDDS)
2344190,"Wonton, dumpling or pot sticker, fried, no meat",Survey (FNDDS)
2344191,"Puffs, fried, crab meat and cream cheese filled",Survey (FNDDS)
2344192,"Wonton, dumpling or pot sticker, steamed",Survey (FNDDS)
2344193,"Empanada, NFS",Survey (FNDDS)
2344194,"Empanada, no meat",Survey (FNDDS)
2344195,"Empanada, beef",Survey (FNDDS)
2344196,"Empanada, beef, with vegetables",Survey (FNDDS)
2344197,"Empanada, chicken",Survey (FNDDS)
2344198,"Empanada, chicken, with vegetables",Survey (FNDDS)
2344199,"Cornmeal stick, Puerto Rican style",Survey (FNDDS)
2344200,"Kibby, Puerto Rican style",Survey (FNDDS)
2344201,Bacalaitos fritos,Survey (FNDDS)
2344202,"Hayacas, Puerto Rican style",Survey (FNDDS)
2344203,"Crepe, with meat",Survey (FNDDS)
2344204,Pierogi,Survey (FNDDS)
2344205,"Gnocchi, cheese",Survey (FNDDS)
2344206,"Gnocchi, potato",Survey (FNDDS)
2344207,Knish,Survey (FNDDS)
2344208,Bao bun,Survey (FNDDS)
2344209,"Bao bun, no meat",Survey (FNDDS)
2344210,"Pastry, cheese-filled",Survey (FNDDS)
2344211,"Pastry, egg and cheese filled",Survey (FNDDS)
2344212,"Pastry, meat / poultry-filled",Survey (FNDDS)
2344213,Spanakopita,Survey (FNDDS)
2344214,Samosa,Survey (FNDDS)
2344215,"Quiche with meat, poultry or fish",Survey (FNDDS)
2344216,"Spinach quiche, meatless",Survey (FNDDS)
2344217,"Cheese quiche, meatless",Survey (FNDDS)
2344218,"Turnover or hot pocket, NFS",Survey (FNDDS)
2344219,"Turnover or hot pocket, meatless",Survey (FNDDS)
2344220,"Turnover or hot pocket, beef",Survey (FNDDS)
2344221,"Turnover or hot pocket, ham",Survey (FNDDS)
2344222,"Turnover or hot pocket, pizza pocket, meat",Survey (FNDDS)
